 (VTI) , , ,  
Holding details,2024-01-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
,"2544960","BBGI","Beasley Broadcast Group Inc. Class A",314502,$279906.78,0.0000189185,"Broadcasting","US",---
,"B6S48H8","CARV","Carver Bancorp Inc.",133111,$279533.1,0.0000188933,"Regional Banks","US",---
,"BFMP825","BSGM","BioSig Technologies Inc.",1638452,$275423.78,0.0000186155,"Health Care Equipment","US",---
,"BM8NGX9","BKTI","BK Technologies Corp.",22999,$273688.1,0.0000184982,"Communications Equipment","US",---
,"BRBKJM2","LOCL","Local Bounti Corp.",130217,$273455.7,0.0000184825,"Agricultural Products & Services","US",---
,"BRXGNH1","EIGR","Eiger BioPharmaceuticals Inc.",41481,$270041.31,0.0000182517,"Biotechnology","US",---
,"BMTND59","VANI","Vivani Medical Inc.",264612,$267258.12,0.0000180636,"Health Care Equipment","US",---
,"BNR4CD2","MODD","Modular Medical Inc.",156086,$263785.34,0.0000178289,"Health Care Equipment","US",---
,"BMFZ3K4","COYA","Coya Therapeutics Inc.",44597,$263122.3,0.0000177841,"Biotechnology","US",---
,"BN2RLD9","UPXI","Upexi Inc.",214062,$261155.64,0.0000176511,"Personal Care Products","US",---
,"BP2RCP2","SFE","Safeguard Scientifics Inc.",385500,$259056,0.0000175092,"Asset Management & Custody Banks","US",---
,"2279886","BELFA","Bel Fuse Inc. Class A",3626,$257917.38,0.0000174323,"Electronic Components","US",---
,"B94RJJ1","CLRO","ClearOne Inc.",252292,$257337.84,0.0000173931,"Communications Equipment","US",---
,"2464013","INTG","InterGroup Corp.",10732,$257138.72,0.0000173797,"Real Estate Operating Companies","US",---
,"BPX2X64","BGXX","Bright Green Corp.",1286273,$256740.09,0.0000173527,"Pharmaceuticals","US",---
,"BMH9QT4","DOMH","Dominari Holdings Inc.",111013,$255329.9,0.0000172574,"Biotechnology","US",---
,"BRF0638","MTEM","Molecular Templates Inc.",72578,$254748.78,0.0000172181,"Biotechnology","US",---
,"2797861","SVT","Servotronics Inc.",19533,$252952.35,0.0000170967,"Electrical Components & Equipment","US",---
,"2974352","OCC","Optical Cable Corp.",93531,$249727.77,0.0000168788,"Communications Equipment","US",---
,"BG13NM2","JRSH","Jerash Holdings US Inc.",81342,$249719.94,0.0000168782,"Apparel, Accessories & Luxury Goods","US",---
,"BMBQGS0","ONTX","Onconova Therapeutics Inc.",365661,$249015.14,0.0000168306,"Pharmaceuticals","US",---
,"BN4JN37","NMRA","Neumora Therapeutics Inc.",16451,$245119.9,0.0000165673,"Pharmaceuticals","US",---
,"BN2C1T0","ONVO","Organovo Holdings Inc.",238972,$243751.44,0.0000164748,"Biotechnology","US",---
,"BND7X87","DTST","Data Storage Corp.",65922,$241933.74,0.000016352,"Internet Services & Infrastructure","US",---
,"BVG76G9","DWSN","Dawson Geophysical Co.",138300,$240642,0.0000162647,"Oil & Gas Equipment & Services","US",---
,"BPYZY69","VBFC","Village Bank and Trust Financial Corp.",5610,$239042.1,0.0000161565,"Regional Banks","US",---
,"2128029","CTHR","Charles & Colvard Ltd.",610246,$238056.96,0.0000160899,"Apparel, Accessories & Luxury Goods","US",---
,"BYQ02L6","OPHC","OptimumBank Holdings Inc.",53269,$235981.67,0.0000159497,"Regional Banks","US",---
,"BH3T9X8","ARMP","Armata Pharmaceuticals Inc.",61098,$231561.42,0.0000156509,"Biotechnology","US",---
,"BLB0TF3","ISPO","Inspirato Inc.",55734,$230738.76,0.0000155953,"Hotels, Resorts & Cruise Lines","US",---
,"BKPJG47","RBT","Rubicon Technologies Inc.",179272,$229468.16,0.0000155094,"Application Software","US",---
,"BPRRPZ8","SEEL","Seelos Therapeutics Inc.",224893,$229390.86,0.0000155042,"Pharmaceuticals","US",---
,"BNNML99","IPDN","Professional Diversity Network Inc.",87281,$226930.6,0.0000153379,"Human Resource & Employment Services","US",---
,"BN4L6W3","CART","Maplebear Inc.",9188,$224830.36,0.000015196,"Food Retail","US",---
,"BQB9X97","POAI","Predictive Oncology Inc.",71799,$220422.93,0.0000148981,"Health Care Equipment","US",---
,"BKPLR06","IPW","iPower Inc.",386294,$219608.14,0.000014843,"Trading Companies & Distributors","US",---
,"BMYMZR7","PMCB","PharmaCyte Biotech Inc.",99683,$218305.77,0.000014755,"Biotechnology","US",---
,"2539728","LGL","LGL Group Inc.",34639,$218225.7,0.0000147496,"Electronic Components","US",---
,"2271893","DXYN","Dixie Group Inc.",359932,$215959.2,0.0000145964,"Home Furnishings","US",---
,"BFMNZZ1","GNPX","Genprex Inc.",1127694,$214261.86,0.0000144817,"Biotechnology","US",---
,"BJTN273","BCDA","BioCardia Inc.",457496,$207337.19,0.0000140136,"Biotechnology","US",---
,"BK26FG6","APDN","Applied DNA Sciences Inc.",346633,$200215.22,0.0000135323,"Life Sciences Tools & Services","US",---
,"BK4Y030","SDOT","Sadot Group Inc.",608212,$198277.11,0.0000134013,"Agricultural Products & Services","US",---
,"BL68NH2","SQFT","Presidio Property Trust Inc. Class A",188825,$198266.25,0.0000134005,"Diversified REITs","US",---
,"BP9S4V8","AIRI","Air Industries Group",52037,$197740.6,0.000013365,"Aerospace & Defense","US",---
,"BLB3JY1","HEPA","Hepion Pharmaceuticals Inc.",104005,$197609.5,0.0000133561,"Pharmaceuticals","US",---
,"BNBW7Q0","VEEE","Twin Vee PowerCats Co.",149160,$195399.6,0.0000132068,"Leisure Products","US",---
,"BNTBJM9","HCWB","HCW Biologics Inc.",167941,$193132.15,0.0000130535,"Biotechnology","US",---
,"BQT6F38","BFRG","Bullfrog AI Holdings Inc.",39347,$192013.36,0.0000129779,"Health Care Technology","US",---
,"BQXJDP1","CXAI","CXApp Inc.",170993,$191512.16,0.000012944,"Application Software","US",---
,"2593597","JCTCF","Jewett-Cameron Trading Co. Ltd.",35878,$188359.5,0.0000127309,"Building Products","CA",---
,"BMV2RJ6","BFI","BurgerFi International Inc.",310543,$187878.52,0.0000126984,"Restaurants","US",---
,"BLDBSB3","SOBR","Sobr Safe Inc.",310977,$185031.32,0.000012506,"Electronic Equipment & Instruments","US",---
,"BNC3DM0","APRE","Aprea Therapeutics Inc.",35779,$184977.43,0.0000125024,"Biotechnology","US",---
,"BMJJVQ4","SDPI","Superior Drilling Products Inc.",258628,$184065.55,0.0000124407,"Oil & Gas Equipment & Services","US",---
,"BMF1MR2","MAIA","MAIA Biotechnology Inc.",122324,$183486,0.0000124016,"Biotechnology","US",---
,"BMY60J6","STRC","Sarcos Technology & Robotics Corp.",335368,$181165.79,0.0000122447,"Industrial Machinery & Supplies & Compon","US",---
,"BNFZXG7","PSQH","PSQ Holdings Inc.",36394,$180878.18,0.0000122253,"Interactive Media & Services","US",---
,"BFN4JJ5","ORGS","Orgenesis Inc.",566688,$177940.03,0.0000120267,"Biotechnology","US",---
,"BMGC230","MNTS","Momentus Inc.",174015,$177495.3,0.0000119966,"Aerospace & Defense","US",---
,"BHPRQX9","RBKB","Rhinebeck Bancorp Inc.",20100,$177282,0.0000119822,"Regional Banks","US",---
,"BHM13H7","AGE","AgeX Therapeutics Inc.",426190,$174737.9,0.0000118103,"Biotechnology","US",---
,"BNV0C14","CANO","Cano Health Inc.",71958,$171979.62,0.0000116238,"Health Care Facilities","US",---
,"BP5WFH7","MBIO","Mustang Bio Inc.",116160,$167270.4,0.0000113056,"Biotechnology","US",---
,"BPW7P08","BOXL","Boxlight Corp. Class A",189451,$164822.37,0.0000111401,"Technology Hardware, Storage & Periphera","US",---
,"BNZJTD8","SONM","Sonim Technologies Inc.",239926,$164589.24,0.0000111243,"Technology Hardware, Storage & Periphera","US",---
,"BK95L13","UHG","United Homes Group Inc.",21683,$163056.16,0.0000110207,"Homebuilding","US",---
,"BS1L5V3","XWEL","XWELL Inc.",104340,$157553.4,0.0000106488,"Specialized Consumer Services","US",---
,"2164700","CAMP","CalAmp Corp.",1119100,$156226.36,0.0000105591,"Communications Equipment","US",---
,"BR2P4V0","LIFW","MSP Recovery Inc.",140320,$152948.8,0.0000103376,"Health Care Services","US",---
,"BMG5660","JOAN","JOANN Inc.",323778,$149941.59,0.0000101343,"Other Specialty Retail","US",---
,"BKP3WC9","SWAG","Stran & Co. Inc.",97248,$148789.44,0.0000100565,"Advertising","US",---
,"BMHVC92","MYMD","MyMD Pharmaceuticals Inc.",986327,$147949.05,0.0000099997,"Pharmaceuticals","US",---
,"BQ7XHV3","SNTI","Senti Biosciences Inc.",320153,$144100.87,0.0000097396,"Biotechnology","US",---
,"BRBP0X5","TLIS","Talis Biomedical Corp.",18267,$140290.56,0.000009482,"Health Care Equipment","US",---
,"BMFKSC6","LIDR","AEye Inc.",108615,$139027.2,0.0000093966,"Electronic Equipment & Instruments","US",---
,"BJXD2L3","USEG","US Energy Corp.",133545,$138886.8,0.0000093871,"Oil & Gas Exploration & Production","US",---
,"BQB9YC7","ACOR","Acorda Therapeutics Inc.",8418,$134856.36,0.0000091147,"Biotechnology","US",---
,---,---,"New York REIT Liquidating LLC",19100,$133127,0.0000089978,---,"US",---
,"BD9MJ11","UAVS","AgEagle Aerial Systems Inc.",1950222,$133005.14,0.0000089896,"Agricultural & Farm Machinery","US",---
,"BNM0741","TCBS","Texas Community Bancshares Inc.",9328,$131711.36,0.0000089022,"Regional Banks","US",---
,"BMJ0GK6","VTVT","vTv Therapeutics Inc. Class A",15627,$131423.07,0.0000088827,"Biotechnology","US",---
,"BP5JMM2","RVYL","Ryvyl Inc.",32268,$131330.76,0.0000088764,"Transaction & Payment Processing Service","US",---
,"BLR7FL6","INKT","MiNK Therapeutics Inc.",148229,$128218.09,0.0000086661,"Biotechnology","US",---
,"BP9NDD8","IDAI","T Stamp Inc. Class A",88338,$127206.72,0.0000085977,"Systems Software","US",---
,"BQXST38","PRPO","Precipio Inc.",19379,$126157.29,0.0000085268,"Health Care Services","US",---
,"BMFKT45","DSS","DSS Inc.",65053,$122950.17,0.00000831,"Commercial Printing","US",---
,"BLH07P3","CYN","CYNGN Inc.",525965,$122549.85,0.0000082829,"Application Software","US",---
,"BNC4K11","ADN","Advent Technologies Holdings Inc.",760618,$122459.5,0.0000082768,"Electrical Components & Equipment","US",---
,"BL0NGY1","EAR","Eargo Inc.",46603,$122099.86,0.0000082525,"Health Care Equipment","US",---
,"BV9HFC5","RAVE","Rave Restaurant Group Inc.",63822,$121261.8,0.0000081959,"Restaurants","US",---
,"BQVW415","POCI","Precision Optics Corp. Inc./Mass",20029,$121175.45,0.0000081901,"Health Care Equipment","US",---
,"BS1L1Z9","TFFP","TFF Pharmaceuticals Inc.",22507,$120862.59,0.0000081689,"Pharmaceuticals","US",---
,"2029359","AMS","American Shared Hospital Services",44691,$119324.97,0.000008065,"Health Care Services","US",---
,"BJK0PT6","VRME","VerifyMe Inc.",111129,$118908.03,0.0000080368,"Electronic Equipment & Instruments","US",---
,"BLPL286","FATBB","FAT Brands Inc.",17809,$118786.03,0.0000080286,"Restaurants","US",---
,"BMYZ930","TLPH","Talphera Inc.",112873,$117387.92,0.0000079341,"Pharmaceuticals","US",---
,"2394080","GEF.B","Greif Inc. Class B",1836,$115117.2,0.0000077806,"Metal, Glass & Plastic Containers","US",---
,"BJGWJ05","NTRB","Nutriband Inc.",43546,$113655.06,0.0000076818,"Pharmaceuticals","US",---
,"BQD1TL5","VISL","Vislink Technologies Inc.",33768,$108057.6,0.0000073034,"Communications Equipment","US",---
,"BPDHGT3","SRZN","Surrozen Inc.",13278,$104896.2,0.0000070898,"Biotechnology","US",---
,"BF50RP3","KNW","Know Labs Inc.",211143,$102277.67,0.0000069128,"Health Care Equipment","US",---
,"BNK9MX4","TBIO","Telesis Bio Inc.",307523,$101790.11,0.0000068798,"Life Sciences Tools & Services","US",---
,"BJVNMF9","VERY","Vericity Inc.",8909,$100493.52,0.0000067922,"Life & Health Insurance","US",---
,"BQWNJP6","GOVX","GeoVax Labs Inc.",29324.67,$99410.62,0.000006719,"Biotechnology","US",---
,"BMF9G30","AEI","Alset Inc.",77598,$96221.52,0.0000065034,"Real Estate Development","US",---
,"B00L2N9","INTZ","Intrusion Inc.",416377,$96183.09,0.0000065009,"Systems Software","US",---
,"BRS91K4","TNXP","Tonix Pharmaceuticals Holding Corp.",297302,$95136.64,0.0000064301,"Biotechnology","US",---
,"BMGWDC6","LGVN","Longeveron Inc. Class A",176228,$94986.89,0.00000642,"Biotechnology","US",---
,"BLR87S0","BRTX","BioRestorative Therapies Inc.",56787,$91994.94,0.0000062178,"Biotechnology","US",---
,"BN4JLP5","LFLY","Leafly Holdings Inc.",19642,$89567.52,0.0000060537,"Interactive Media & Services","US",---
,"BN6V2H8","KAVL","Kaival Brands Innovations Group Inc.",27755,$86318.04,0.0000058341,"Distributors","US",---
,"BQLPWD2","SHPW","Shapeways Holdings Inc.",44252,$81866.2,0.0000055332,"Commercial Printing","US",---
,"B8946X3","TPHS","Trinity Place Holdings Inc.",466533,$80990.13,0.000005474,"Real Estate Operating Companies","US",---
,"BKZJ9G0","OLB","OLB Group Inc.",95961,$80616.84,0.0000054487,"Transaction & Payment Processing Service","US",---
,"BLBNS33","IKT","Inhibikase Therapeutics Inc.",26080,$79544,0.0000053762,"Biotechnology","US",---
,"2061168","AAME","Atlantic American Corp.",28516,$76993.2,0.0000052038,"Multi-line Insurance","US",---
,"BYTRT46","OPXS","Optex Systems Holdings Inc.",12897,$70288.65,0.0000047507,"Aerospace & Defense","US",---
,"BK95TD1","CISO","CISO Global Inc.",726500,$69961.95,0.0000047286,"IT Consulting & Other Services","US",---
,"BMBZM12","GTBP","GT Biopharma Inc.",351030,$69503.94,0.0000046976,"Biotechnology","US",---
,"BQB9ZW4","MSS","Maison Solutions Inc. Class A",77000,$68938.1,0.0000046594,"Food Retail","US",---
,"BNKB8T8","ENG","ENGlobal Corp.",50641,$68871.76,0.0000046549,"Oil & Gas Equipment & Services","US",---
,"BYS3HH4","CSBR","Champions Oncology Inc.",11682,$67872.42,0.0000045874,"Life Sciences Tools & Services","US",---
,"BQWPCJ7","FNCH","Finch Therapeutics Group Inc.",21860,$60115,0.0000040631,"Biotechnology","US",---
,"BZ008L1","POLA","Polar Power Inc.",156102,$59318.76,0.0000040092,"Heavy Electrical Equipment","US",---
,"BPJKCH6","KALA","KALA BIO Inc.",8532,$59297.4,0.0000040078,"Biotechnology","US",---
,"BQHN111","NVOS","Novo Integrated Sciences Inc.",77105,$57342.99,0.0000038757,"Health Care Services","US",---
,"BM920Y4","CEI","Camber Energy Inc.",332001,$56274.17,0.0000038035,"Oil & Gas Exploration & Production","US",---
,"BMXZ276","GIPR","Generation Income Properties Inc.",13479,$56072.64,0.0000037898,"Diversified REITs","US",---
,"2646963","NSYS","Nortech Systems Inc.",5401,$55468.27,0.000003749,"Electronic Manufacturing Services","US",---
,"BR51F45","FFIE","Faraday Future Intelligent Electric Inc.",393706,$53189.68,0.000003595,"Automobile Manufacturers","US",---
,"BMFZ2V8","STRR","Star Equity Holdings Inc.",53681,$52612.75,0.000003556,"Health Care Services","US",---
,"BQ749K9","FGF","FG Financial Group Inc.",35157,$49219.8,0.0000033267,"Property & Casualty Insurance","US",---
,"BLGZCF4","NCSM","NCS Multistage Holdings Inc.",2812,$44457.72,0.0000030048,"Oil & Gas Equipment & Services","US",---
,"2807500","SIF","SIFCO Industries Inc.",14401,$44355.08,0.0000029979,"Aerospace & Defense","US",---
,"BL1GTC8","OMQS","OMNIQ Corp.",76343,$43439.17,0.000002936,"IT Consulting & Other Services","US",---
,"BMG7NZ4","TOVX","Theriva Biologics Inc.",84660,$42330,0.000002861,"Biotechnology","US",---
,"BQ1P384","WATT","Energous Corp.",23578,$41733.06,0.0000028206,"Electrical Components & Equipment","US",---
,"9016989",---,"SRAX INC-PFD",590641,$41344.87,0.0000027944,---,"US",---
,"BMCJWC4","VERO","Venus Concept Inc.",30884,$40458.04,0.0000027345,"Health Care Equipment","US",---
,"BMC7VW1","GBNY","Generations Bancorp NY Inc.",3634,$40046.68,0.0000027067,"Regional Banks","US",---
,"BLH2Z33","PEGY","Pineapple Energy Inc.",84312,$39626.64,0.0000026783,"Electrical Components & Equipment","US",---
,"BMFZ3C6","ISPC","iSpecimen Inc.",83005,$38273.61,0.0000025868,"Health Care Technology","US",---
,"BRJQSW5","EZFL","EzFill Holdings Inc.",24047,$37753.79,0.0000025517,"Oil & Gas Storage & Transportation","US",---
,"BK63SH5","MITQ","Moving Image Technologies Inc.",41344,$35969.28,0.0000024311,"Movies & Entertainment","US",---
,"BQV1RD5",---,"Impact BioMedical Inc.",5171052,$33198.15,0.0000022438,---,"US",---
,"BN4GB34","NHWK","NightHawk Biosciences Inc.",86074,$32363.82,0.0000021874,"Biotechnology","US",---
,"2136408","FORD","Forward Industries Inc.",43081,$31449.13,0.0000021256,"Apparel, Accessories & Luxury Goods","US",---
,"BPVGJS2","SIEN","Sientra Inc.",45464,$30824.59,0.0000020833,"Health Care Supplies","US",---
,"BPSMLW1","GETR","Getaround Inc.",117845,$29579.1,0.0000019992,"Passenger Ground Transportation","US",---
,"BMX7G70","DGLY","Digital Ally Inc.",13247,$27288.82,0.0000018444,"Electronic Equipment & Instruments","US",---
,"BN95KT5","BIAF","bioAffinity Technologies Inc.",17052,$26771.64,0.0000018094,"Biotechnology","US",---
,"BJP51D2","YHGJ","Yunhong Green CTI Ltd.",17688,$26178.24,0.0000017693,"Housewares & Specialties","US",---
,"BRJTTY3","SRM","SRM Entertainment Inc.",16042,$24223.42,0.0000016372,"Leisure Products","US",---
,"BRCD8P6","VCNX","Vaccinex Inc.",35633,$22288.44,0.0000015064,"Biotechnology","US",---
,"BRK3GJ8","XXII","22nd Century Group Inc.",123897,$21781.09,0.0000014721,"Tobacco","US",---
,"BS0FMK4","SGD","Safe & Green Development Corp.",23128,$21277.76,0.0000014381,"Real Estate Development","US",---
,"B7LS960","LINK","Interlink Electronics Inc.",1604,$19328.2,0.0000013063,"Electronic Equipment & Instruments","US",---
,"2051459","ARTW","Art's-Way Manufacturing Co. Inc.",8789,$18017.45,0.0000012177,"Agricultural & Farm Machinery","US",---
,"BPBSGY3","TPCS","TechPrecision Corp.",4347,$16518.6,0.0000011164,"Industrial Machinery & Supplies & Compon","US",---
,"BNT8685","XPON","Expion360 Inc.",3648,$15722.88,0.0000010626,"Electrical Components & Equipment","US",---
,"BL98SY1","INLX","Intellinetics Inc.",2886,$15382.38,0.0000010396,"Systems Software","US",---
,"BGSGXX5","ARAV","Aravive Inc.",368501,$14776.89,9.987e-7,"Biotechnology","US",---
,"BRF3R56","MDVL","MedAvail Holdings Inc.",4362,$14612.7,9.876e-7,"Drug Retail","US",---
,"BMW43Z9","CWD","CaliberCos Inc.",8309,$9389.17,6.346e-7,"Asset Management & Custody Banks","US",---
,"BMH8GK2","NYC","American Strategic Investment Co.",1035,$8062.65,5.449e-7,"Real Estate Operating Companies","US",---
,"BL6BVS8","CETY","Clean Energy Technologies Inc.",8777,$7198.9,4.865e-7,"Oil & Gas Storage & Transportation","US",---
,"BL571T8","FATH","Fathom Digital Manufacturing C",1555,$6764.41,4.571e-7,"Industrial Machinery & Supplies & Compon","US",---
,"BNHN6T3","VIVK","Vivakor Inc.",6500,$6240,4.217e-7,"Oil & Gas Storage & Transportation","US",---
,"2555757","ELSE","Electro-Sensors Inc.",1400,$5838,3.945e-7,"Electronic Equipment & Instruments","US",---
,"BM8ZC48","COEP","Coeptis Therapeutics Holdings",7950,$4531.5,3.062e-7,"Biotechnology","US",---
,"BYY93G7","CNFR","Conifer Holdings Inc.",2747,$3543.63,2.395e-7,"Property & Casualty Insurance","US",---
,"2311380","MSN","Emerson Radio Corp.",6500,$3510,2.372e-7,"Consumer Electronics","US",---
,"BQ9CH07","SNAX","Stryve Foods Inc. Class A",2189,$3108.38,2.1e-7,"Packaged Foods & Meats","US",---
,"2215921","CKX","CKX Lands Inc.",230,$3045.2,2.058e-7,"Real Estate Operating Companies","US",---
,"BLR7F94","FGI","FGI Industries Ltd.",1700,$2499,1.689e-7,"Trading Companies & Distributors","KY",---
,"2514394","TLF","Tandy Leather Factory Inc.",500,$2175,1.47e-7,"Apparel Retail","US",---
,"BP4WVS1","WHLM","Wilhelmina International Inc.",442,$1958.06,1.323e-7,"Diversified Support Services","US",---
,"BDVKHL9","UONE","Urban One Inc. Class A",518,$1895.88,1.281e-7,"Broadcasting","US",---
,"BQMQCM3","CTCX","Carmell Corp.",200,$680,4.59e-8,"Biotechnology","US",---
,"BYXR9D1","ARD","Ardagh Group SA",37,$307.19,2.07e-8,"Metal, Glass & Plastic Containers","LU",---
,"B60WSC5","SGYPQ","Synergy Pharmaceuticals LLC",5148145,$51.48,3.4e-9,"Biotechnology","US",---
,"9020106",---,"GCI Liberty Inc ESCROW DUMMY",2704635,$27.05,1.8e-9,"Alternative Carriers","US",---
,"9019427",---,"Next Bridge Hydrocarbons Inc - Private Equity",1763201,$17.63,1.1e-9,"Semiconductors","US",---
,"BR1G3H3","SIDU","Sidus Space Inc. Class A",1,$4.8,3e-10,"Aerospace & Defense","US",---
